bsr,db,kp1,kp2,kp3,kp4,kp5,kp6,kp7,kp8,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap,sn,f10.7obs,f10.7adj,d,epoch,f10.7_81
2600,26,1.667,2.333,4.667,4.667,5.0,5.667,7.0,3.667,6,9,39,39,48,67,132,22,45,242,213.4,215.4,2,2024-04-19,177.08395061728396
2600,27,2.0,2.0,2.667,2.667,1.667,2.667,2.333,2.667,7,7,12,12,6,12,9,12,10,232,209.5,211.6,2,2024-04-20,177.08395061728396
2601,1,3.333,3.0,2.333,3.0,4.0,3.667,3.667,3.0,18,15,9,15,27,22,22,15,18,233,217.1,219.4,2,2024-04-21,177.08395061728396
2601,2,2.0,2.333,2.333,1.333,1.333,1.667,1.667,2.333,7,9,9,5,5,6,6,9,7,266,226.8,229.2,2,2024-04-22,177.08395061728396
2601,3,1.333,1.0,1.667,1.667,1.667,1.333,2.667,2.0,5,4,6,6,6,5,12,7,6,268,219.1,221.6,2,2024-04-23,177.08395061728396
2601,4,1.0,0.667,0.333,0.333,0.667,0.667,0.333,0.667,4,3,2,2,3,3,2,3,3,251,199.1,201.4,2,2024-04-24,177.08395061728396
2601,5,0.0,0.0,0.0,0.667,0.667,0.333,0.667,0.667,0,0,0,3,3,2,3,3,2,211,166.7,168.8,2,2024-04-25,177.08395061728396
2601,6,1.0,2.667,3.0,2.0,4.0,5.0,3.333,2.0,4,12,15,7,27,48,18,7,17,142,152.6,154.6,2,2024-04-26,177.08395061728396
2601,7,3.333,3.0,1.667,1.0,3.333,2.333,3.0,2.667,18,15,6,4,18,9,15,12,12,138,152.6,154.6,2,2024-04-27,177.08395061728396
2601,8,3.667,2.0,1.0,0.667,0.667,0.667,0.333,1.0,22,7,4,3,3,3,2,4,6,117,140.1,142.0,2,2024-04-28,177.08395061728396
2601,9,1.667,1.333,1.333,1.333,1.333,1.667,2.667,1.0,6,5,5,5,5,6,12,4,6,99,137.6,139.5,2,2024-04-29,177.08395061728396
2601,10,1.667,1.333,0.0,0.667,2.667,3.333,4.0,4.333,6,5,0,3,12,18,27,32,13,86,130.2,132.1,2,2024-04-30,177.08395061728396
2601,11,3.667,2.0,1.667,0.333,1.0,1.0,2.0,1.0,22,7,6,2,4,4,7,4,7,119,134.8,136.9,2,2024-05-01,177.08395061728396
2601,12,2.333,1.667,2.333,3.333,5.0,6.667,6.667,4.0,9,6,9,18,48,111,111,27,42,144,141.9,144.1,2,2024-05-02,177.08395061728396
2601,13,4.0,3.0,1.0,1.333,0.667,0.667,1.667,1.333,27,15,4,5,3,3,6,5,8,160,156.0,158.6,2,2024-05-03,177.08395061728396
2601,14,0.667,0.667,0.333,0.667,0.667,1.0,1.333,3.0,3,3,2,3,3,4,5,15,5,186,166.6,169.5,2,2024-05-04,177.08395061728396
2601,15,1.667,1.333,2.0,1.667,1.0,1.333,3.0,4.333,6,5,7,6,4,5,15,32,10,185,176.9,180.0,2,2024-05-05,177.08395061728396
2601,16,5.333,2.333,2.333,2.333,4.0,2.0,2.0,1.333,56,9,9,9,27,7,7,5,16,205,171.2,174.3,2,2024-05-06,177.08395061728396
2601,17,1.333,1.333,1.0,1.333,2.0,2.667,1.333,1.333,5,5,4,5,7,12,5,5,6,192,203.6,207.4,2,2024-05-07,177.08395061728396
2601,18,1.0,1.667,1.667,1.667,1.667,2.0,0.667,1.0,4,6,6,6,6,7,3,4,5,171,227.1,231.4,2,2024-05-08,177.08395061728396
2601,19,0.667,1.333,0.667,1.333,1.0,1.0,2.333,2.0,3,5,3,5,4,4,9,7,5,181,233.2,237.7,2,2024-05-09,177.08395061728396
2601,20,2.667,2.667,2.333,2.0,3.667,7.667,8.667,8.667,12,12,9,7,22,179,300,300,105,172,223.4,227.9,2,2024-05-10,177.08395061728396
2601,21,9.0,8.333,8.333,9.0,8.667,8.333,7.667,7.667,400,236,236,400,300,236,179,179,271,173,213.7,218.0,2,2024-05-11,177.08395061728396
2601,22,6.333,7.0,3.667,4.333,2.0,3.0,4.0,6.333,94,132,22,32,7,15,27,94,53,199,221.8,226.4,2,2024-05-12,177.08395061728396
2601,23,5.333,6.0,3.333,2.667,3.333,2.667,2.333,2.333,56,80,18,12,18,12,9,9,27,244,215.4,220.0,2,2024-05-13,177.08395061728396
2601,24,1.333,1.333,1.333,2.333,2.333,1.667,2.0,0.667,5,5,5,9,9,6,7,3,6,203,219.8,224.6,2,2024-05-14,177.08395061728396
2601,25,1.333,2.0,2.333,2.667,2.0,2.0,3.0,2.333,5,7,9,12,7,7,15,9,9,208,216.0,220.8,2,2024-05-15,177.08395061728396
2601,26,2.667,3.0,6.0,5.0,4.333,3.0,2.333,1.0,12,15,80,48,32,15,9,4,27,213,207.2,211.9,2,2024-05-16,177.08395061728396
2601,27,1.333,2.333,1.333,1.667,3.667,5.333,6.0,5.333,5,9,5,6,22,56,80,56,30,203,204.1,208.7,2,2024-05-17,177.08395061728396
2602,1,4.0,3.333,2.333,3.0,2.0,2.0,1.333,1.0,27,18,9,15,7,7,5,4,12,180,194.3,198.8,2,2024-05-18,177.08395061728396
2602,2,1.0,2.667,1.0,2.0,2.667,2.0,2.333,1.667,4,12,4,7,12,7,9,6,8,181,200.7,205.5,2,2024-05-19,177.08395061728396
2602,3,0.667,2.333,2.333,0.667,2.0,0.667,0.667,2.0,3,9,9,3,7,3,3,7,6,155,199.7,204.5,2,2024-05-20,177.08395061728396
2602,4,1.667,0.667,0.667,2.333,2.667,2.667,1.667,1.333,6,3,3,9,12,12,6,5,7,177,190.8,195.4,2,2024-05-21,177.08395061728396
2602,5,1.667,0.333,0.333,0.0,0.333,0.667,1.333,1.333,6,2,2,0,2,3,5,5,3,165,195.7,200.6,2,2024-05-22,177.08395061728396
2602,6,0.667,1.333,1.333,2.0,2.333,1.667,2.333,3.333,3,5,5,7,9,6,9,18,8,143,176.2,180.7,2,2024-05-23,177.08395061728396
2602,7,2.333,3.0,2.667,3.0,2.0,1.333,0.333,1.0,9,15,12,15,7,5,2,4,9,142,162.8,167.0,2,2024-05-24,177.08395061728396
2602,8,1.333,1.333,1.333,0.667,0.667,2.0,1.333,2.333,5,5,5,3,3,7,5,9,5,112,152.4,156.4,2,2024-05-25,177.08395061728396
2602,9,1.333,2.333,0.667,2.333,2.667,2.667,2.667,1.0,5,9,3,9,12,12,12,4,8,130,155.6,159.7,2,2024-05-26,177.08395061728396
2602,10,1.0,0.333,2.333,3.0,2.333,1.333,1.333,2.0,4,2,9,15,9,5,5,7,7,144,170.0,174.6,2,2024-05-27,177.08395061728396
2602,11,2.0,1.667,1.667,0.667,0.333,0.667,0.667,0.667,7,6,6,3,2,3,3,3,4,164,166.4,170.9,2,2024-05-28,177.08395061728396
2602,12,0.333,0.667,1.667,1.667,1.0,1.667,2.333,1.667,2,3,6,6,4,6,9,6,5,169,170.5,175.2,2,2024-05-29,177.08395061728396
2602,13,0.333,0.667,0.667,1.333,2.0,3.333,2.0,2.667,2,3,3,5,7,18,7,12,7,159,172.9,177.7,2,2024-05-30,177.08395061728396
2602,14,2.667,4.333,2.333,1.0,1.333,1.667,1.667,1.333,12,32,9,4,5,6,6,5,10,156,179.4,184.5,2,2024-05-31,177.08395061728396
2602,15,2.667,0.333,0.667,1.0,1.333,1.333,0.667,0.0,12,2,3,4,5,5,3,0,4,178,226.9,233.3,2,2024-06-01,177.08395061728396
2602,16,0.333,0.667,0.333,1.0,0.667,1.0,1.333,2.333,2,3,2,4,3,4,5,9,4,205,179.8,185.0,2,2024-06-02,177.08395061728396
2602,17,1.667,1.0,1.333,1.667,1.667,1.333,2.0,4.333,6,4,5,6,6,5,7,32,9,213,186.0,191.4,2,2024-06-03,177.08395061728396
2602,18,2.333,2.667,2.0,2.0,1.0,0.667,0.333,0.333,9,12,7,7,4,3,2,2,6,213,192.3,198.0,2,2024-06-04,177.08395061728396
2602,19,0.667,2.0,1.667,1.333,2.333,1.333,1.667,2.333,3,7,6,5,9,5,6,9,6,181,195.3,201.1,2,2024-06-05,177.08395061728396
2602,20,1.667,1.333,2.0,0.667,1.667,1.667,0.333,0.333,6,5,7,3,6,6,2,2,5,158,190.9,196.7,2,2024-06-06,177.08395061728396
2602,21,1.0,2.333,2.333,3.667,6.333,5.667,3.0,3.0,4,9,9,22,94,67,15,15,29,163,184.4,190.0,2,2024-06-07,177.08395061728396
2602,22,4.667,3.0,2.667,2.667,2.0,2.667,2.0,1.667,39,15,12,12,7,12,7,6,14,173,190.4,196.2,2,2024-06-08,177.08395061728396
2602,23,1.333,0.667,1.0,0.667,2.0,1.0,1.667,1.333,5,3,4,3,7,4,6,5,5,154,180.9,186.4,2,2024-06-09,177.08395061728396
2602,24,1.333,0.333,0.667,1.0,0.667,3.667,4.0,2.0,5,2,3,4,3,22,27,7,9,124,177.8,183.3,2,2024-06-10,211.3802469135803
2602,25,3.667,4.333,2.333,1.333,1.0,1.0,0.667,1.333,22,32,9,5,4,4,3,5,10,106,164.9,170.1,2,2024-06-11,211.3802469135803
2602,26,0.667,0.667,0.667,0.667,1.0,1.333,1.0,1.333,3,3,3,3,4,5,4,5,4,124,164.9,170.0,2,2024-06-12,211.3802469135803
2602,27,0.333,0.333,0.333,0.333,1.0,1.0,1.0,0.0,2,2,2,2,4,4,4,0,2,151,170.1,175.5,2,2024-06-13,211.3802469135803
2603,1,0.333,0.667,2.0,1.667,1.0,0.667,1.667,2.333,2,3,7,6,4,3,6,9,5,158,169.0,174.3,2,2024-06-14,211.3802469135803
2603,2,2.333,2.333,2.0,3.0,4.667,3.333,2.667,4.0,9,9,7,15,39,18,12,27,17,148,170.7,176.1,2,2024-06-15,211.3802469135803
2603,3,2.667,0.667,2.0,3.333,3.667,3.0,4.0,1.667,12,3,7,18,22,15,27,6,14,151,167.3,172.6,2,2024-06-16,211.3802469135803
2603,4,2.0,2.333,1.667,1.667,2.333,3.333,3.333,3.0,7,9,6,6,9,18,18,15,11,140,179.9,185.7,2,2024-06-17,211.3802469135803
2603,5,1.667,2.667,2.667,2.667,2.667,3.333,1.667,1.333,6,12,12,12,12,18,6,5,10,133,192.7,199.0,2,2024-06-18,211.3802469135803
2603,6,2.667,3.0,2.0,1.333,3.333,2.667,2.0,1.0,12,15,7,5,18,12,7,4,10,151,196.0,202.3,2,2024-06-19,211.3802469135803
2603,7,2.0,1.333,1.333,1.0,1.667,1.333,2.333,2.333,7,5,5,4,6,5,9,9,6,165,203.3,210.0,2,2024-06-20,211.3802469135803
2603,8,1.333,1.333,0.667,0.333,0.333,0.333,1.0,0.667,5,5,3,2,2,2,4,3,3,150,196.9,203.3,2,2024-06-21,211.3802469135803
2603,9,1.333,0.333,0.333,0.333,0.667,1.0,0.667,0.667,5,2,2,2,3,4,3,3,3,159,195.7,202.1,2,2024-06-22,211.3802469135803
2603,10,1.0,1.667,2.667,3.0,3.333,2.667,2.333,1.667,4,6,12,15,18,12,9,6,10,163,195.8,202.2,2,2024-06-23,211.3802469135803
2603,11,1.667,0.333,0.333,0.333,0.667,0.667,1.0,1.333,6,2,2,2,3,3,4,5,3,153,198.7,205.3,2,2024-06-24,211.3802469135803
2603,12,1.333,1.333,2.0,2.0,1.667,2.667,1.667,1.0,5,5,7,7,6,12,6,4,6,146,193.7,200.1,2,2024-06-25,211.3802469135803
2603,13,1.0,1.333,2.333,2.667,2.667,2.667,2.333,1.333,4,5,9,12,12,12,9,5,8,179,181.4,187.4,2,2024-06-26,211.3802469135803
2603,14,1.667,1.333,0.667,1.0,2.0,2.333,2.333,3.333,6,5,3,4,7,9,9,18,8,174,182.5,188.6,2,2024-06-27,211.3802469135803
2603,15,3.667,4.0,4.0,6.0,7.667,5.667,5.333,3.667,22,27,27,80,179,67,56,22,60,179,180.7,186.7,2,2024-06-28,211.3802469135803
2603,16,4.0,2.333,2.0,2.333,2.0,3.0,3.0,2.667,27,9,7,9,7,15,15,12,13,219,186.4,192.7,2,2024-06-29,211.3802469135803
2603,17,2.333,2.333,1.333,2.667,3.333,3.667,2.333,1.667,9,9,5,12,18,22,9,6,11,212,173.8,179.6,2,2024-06-30,211.3802469135803
2603,18,1.333,1.333,1.667,1.333,1.667,1.667,1.0,0.333,5,5,6,5,6,6,4,2,5,197,170.6,176.3,1,2024-07-01,211.3802469135803
2603,19,1.0,1.333,0.667,0.667,1.333,0.667,1.0,1.333,4,5,3,3,5,3,4,5,4,197,163.8,169.3,1,2024-07-02,211.3802469135803
2603,20,1.333,1.0,1.333,0.667,1.333,0.667,1.0,1.333,5,4,5,3,5,3,4,5,4,178,167.4,173.1,1,2024-07-03,211.3802469135803
2603,21,1.667,2.0,1.0,1.333,2.0,3.0,3.0,2.667,6,7,4,5,7,15,15,12,9,138,173.0,178.8,1,2024-07-04,211.3802469135803
2603,22,1.667,2.667,1.333,2.0,3.0,2.333,0.667,0.333,6,12,5,7,15,9,3,2,7,137,165.6,171.2,1,2024-07-05,211.3802469135803
2603,23,1.0,0.667,0.333,0.333,0.333,0.333,0.333,0.667,4,3,2,2,2,2,2,3,2,127,166.0,171.6,1,2024-07-06,211.3802469135803
2603,24,1.667,1.333,1.0,0.333,1.667,1.333,2.667,2.667,6,5,4,2,6,5,12,12,6,122,171.3,177.1,1,2024-07-07,211.3802469135803
2603,25,1.667,1.667,2.0,3.0,3.333,2.333,2.0,2.333,6,6,7,15,18,9,7,9,10,112,168.5,174.1,1,2024-07-08,211.3802469135803
2603,26,1.667,1.667,0.667,1.667,2.333,1.0,1.333,1.667,6,6,3,6,9,4,5,6,6,141,178.2,184.2,1,2024-07-09,211.3802469135803
2603,27,1.667,1.0,1.333,1.0,1.0,1.0,1.0,1.333,6,4,5,4,4,4,4,5,4,184,213.6,220.8,1,2024-07-10,211.3802469135803
2604,1,2.0,1.333,1.333,0.667,1.667,1.333,1.667,2.0,7,5,5,3,6,5,6,7,6,173,205.0,211.9,1,2024-07-11,211.3802469135803
2604,2,2.0,1.667,1.667,1.333,1.0,1.0,0.667,0.667,7,6,6,5,4,4,3,3,5,166,209.7,216.7,1,2024-07-12,211.3802469135803
2604,3,0.667,1.0,0.333,0.333,1.0,1.0,1.333,0.333,3,4,2,2,4,4,5,2,3,173,238.3,246.3,1,2024-07-13,211.3802469135803
2604,4,1.333,1.0,1.0,1.333,1.333,0.667,1.0,1.333,5,4,4,5,5,3,4,5,4,212,233.9,241.7,1,2024-07-14,211.3802469135803
2604,5,1.0,1.0,1.333,0.667,1.0,1.0,2.0,3.0,4,4,5,3,4,4,7,15,6,243,233.2,240.9,1,2024-07-15,211.3802469135803
2604,6,3.333,2.0,2.0,1.0,1.667,2.667,2.0,2.0,18,7,7,4,6,12,7,7,8,285,241.9,249.9,1,2024-07-16,211.3802469135803
2604,7,0.667,1.333,1.667,1.0,2.333,1.333,1.0,0.667,3,5,6,4,9,5,4,3,5,283,223.8,231.1,1,2024-07-17,211.3802469135803
2604,8,0.333,0.667,1.0,1.333,1.0,1.0,1.333,0.333,2,3,4,5,4,4,5,2,4,290,208.7,215.5,1,2024-07-18,211.3802469135803
2604,9,0.333,1.0,1.0,0.667,1.0,1.0,1.333,0.667,2,4,4,3,4,4,5,3,4,273,201.6,208.2,1,2024-07-19,211.3802469135803
2604,10,1.667,1.667,2.0,1.333,1.0,1.667,2.667,1.0,6,6,7,5,4,6,12,4,6,227,207.4,214.1,1,2024-07-20,211.3802469135803
2604,11,1.0,0.333,0.333,0.333,1.333,1.333,1.667,1.667,4,2,2,2,5,5,6,6,4,221,197.9,204.2,1,2024-07-21,211.3802469135803
2604,12,1.667,1.333,1.667,3.0,2.333,1.333,2.333,1.667,6,5,6,15,9,5,9,6,8,171,185.0,191.0,1,2024-07-22,211.3802469135803
2604,13,0.333,0.333,0.333,0.667,1.0,1.0,2.667,1.667,2,2,2,3,4,4,12,6,4,174,175.5,181.0,1,2024-07-23,211.3802469135803
2604,14,1.667,1.333,1.333,1.0,1.333,0.667,0.667,1.667,6,5,5,4,5,3,3,6,5,170,174.8,180.4,1,2024-07-24,211.3802469135803
2604,15,0.667,1.333,0.667,1.0,2.0,2.667,3.0,3.333,3,5,3,4,7,12,15,18,8,179,167.2,172.4,1,2024-07-25,211.3802469135803
2604,16,4.0,5.0,4.0,2.333,3.667,4.333,3.0,2.667,27,48,27,9,22,32,15,12,24,195,176.3,181.8,1,2024-07-26,211.3802469135803
2604,17,1.0,2.333,2.333,2.667,4.0,2.667,1.0,1.333,4,9,9,12,27,12,4,5,10,210,203.6,210.0,1,2024-07-27,211.3802469135803
2604,18,1.333,1.0,1.667,1.333,2.0,1.333,2.667,2.333,5,4,6,5,7,5,12,9,7,201,214.4,221.1,1,2024-07-28,211.3802469135803
2604,19,2.0,1.667,1.0,1.667,1.333,1.333,1.667,1.667,7,6,4,6,5,5,6,6,6,214,223.1,230.0,1,2024-07-29,211.3802469135803
2604,20,4.0,5.333,4.0,3.667,3.0,3.333,1.333,2.0,27,56,27,22,15,18,5,7,22,230,400.7,412.9,1,2024-07-30,211.3802469135803
2604,21,1.333,1.0,1.333,1.0,2.667,4.0,4.667,3.667,5,4,5,4,12,27,39,22,15,270,235.1,242.2,1,2024-07-31,211.3802469135803
2604,22,5.333,4.333,3.333,2.333,3.0,2.333,2.333,2.0,56,32,18,9,15,9,9,7,19,260,234.4,241.4,1,2024-08-01,211.3802469135803
2604,23,2.333,2.667,1.667,1.0,1.667,1.667,1.333,2.667,9,12,6,4,6,6,5,12,8,239,247.1,254.5,1,2024-08-02,211.3802469135803
2604,24,1.667,2.333,1.0,2.0,2.0,2.333,2.0,2.667,6,9,4,7,7,9,7,12,8,232,244.6,251.8,1,2024-08-03,211.3802469135803
2604,25,2.667,3.667,4.333,4.0,6.667,7.0,4.333,4.0,12,22,32,27,111,132,32,27,49,232,240.8,247.9,1,2024-08-04,211.3802469135803
2604,26,2.333,2.667,3.0,2.0,2.0,1.667,1.667,1.667,9,12,15,7,7,6,6,6,8,213,247.3,254.4,1,2024-08-05,211.3802469135803
2604,27,1.667,1.333,1.333,0.333,0.667,1.333,1.333,1.667,6,5,5,2,3,5,5,6,5,239,270.0,277.7,1,2024-08-06,211.3802469135803
2605,1,1.0,1.667,1.0,2.0,2.0,1.333,1.0,2.333,4,6,4,7,7,5,4,9,6,278,303.2,311.7,1,2024-08-07,211.3802469135803
2605,2,2.667,1.333,1.333,1.667,1.0,1.0,1.333,1.333,12,5,5,6,4,4,5,5,6,288,336.0,345.4,1,2024-08-08,211.3802469135803
2605,3,2.0,1.333,0.667,1.333,2.0,1.667,1.0,1.667,7,5,3,5,7,6,4,6,5,264,305.5,313.9,1,2024-08-09,211.3802469135803
2605,4,1.333,2.0,0.667,0.667,2.333,2.333,1.667,1.333,5,7,3,3,9,9,6,5,6,249,291.1,299.0,1,2024-08-10,211.3802469135803
2605,5,2.0,2.0,4.667,4.333,5.0,4.333,3.667,4.667,7,7,39,32,48,32,22,39,28,243,281.5,289.0,1,2024-08-11,211.3802469135803
2605,6,6.667,7.0,7.0,6.667,8.0,7.667,5.667,6.0,111,132,132,111,207,179,67,80,127,229,272.4,279.6,1,2024-08-12,211.3802469135803
2605,7,4.333,2.667,1.667,1.333,1.0,0.667,3.0,4.333,32,12,6,5,4,3,15,32,14,209,259.9,266.7,1,2024-08-13,211.3802469135803
2605,8,3.667,3.333,2.0,1.0,1.333,1.333,1.333,3.0,22,18,7,4,5,5,5,15,10,182,248.2,254.6,1,2024-08-14,211.3802469135803
2605,9,1.333,0.667,0.333,0.333,1.667,1.0,1.333,2.0,5,3,2,2,6,4,5,7,4,156,227.4,233.2,1,2024-08-15,211.3802469135803
2605,10,2.667,2.0,2.0,2.0,2.667,1.333,0.333,0.667,12,7,7,7,12,5,2,3,7,199,224.9,230.5,1,2024-08-16,211.3802469135803
2605,11,1.0,0.333,1.333,1.333,3.667,6.333,5.0,5.333,4,2,5,5,22,94,48,56,30,197,229.5,235.2,1,2024-08-17,211.3802469135803
2605,12,2.333,2.667,2.0,3.333,3.667,2.333,2.0,2.0,9,12,7,18,22,9,7,7,11,202,231.0,236.6,1,2024-08-18,211.3802469135803
2605,13,0.667,1.333,0.667,1.333,3.0,3.0,3.0,2.667,3,5,3,5,15,15,15,12,9,224,239.1,244.8,1,2024-08-19,211.3802469135803
2605,14,3.333,1.667,1.667,1.667,2.333,2.333,1.667,1.667,18,6,6,6,9,9,6,6,8,215,238.2,243.8,1,2024-08-20,211.3802469135803
2605,15,3.333,1.333,1.333,1.667,2.0,2.667,1.667,1.333,18,5,5,6,7,12,6,5,8,209,239.0,244.5,1,2024-08-21,211.3802469135803
2605,16,3.0,2.667,2.0,2.0,2.0,2.0,1.667,2.333,15,12,7,7,7,7,6,9,9,214,230.6,235.8,1,2024-08-22,211.3802469135803
2605,17,1.333,1.333,2.333,1.333,2.0,0.667,1.667,1.333,5,5,9,5,7,3,6,5,6,213,241.7,247.1,1,2024-08-23,211.3802469135803
2605,18,1.667,1.667,2.667,2.667,1.667,3.0,1.333,1.667,6,6,12,12,6,15,5,6,8,225,232.3,237.3,1,2024-08-24,211.3802469135803
2605,19,2.0,2.333,2.0,1.333,0.667,0.333,0.667,1.0,7,9,7,5,3,2,3,4,5,205,232.6,237.6,1,2024-08-25,211.3802469135803
2605,20,1.667,1.0,0.333,1.0,1.0,1.333,0.333,0.333,6,4,2,4,4,5,2,2,4,219,-1.0,-1.0,1,2024-08-26,211.3802469135803
2605,21,0.0,0.667,2.667,1.667,2.667,3.0,2.333,3.333,0,3,12,6,12,15,9,18,9,182,221.3,225.8,1,2024-08-27,211.3802469135803
2605,22,5.667,4.0,5.0,2.333,2.667,2.333,1.333,2.667,67,27,48,9,12,9,5,12,24,186,211.9,216.1,1,2024-08-28,211.3802469135803
2605,23,2.0,1.0,0.667,1.0,1.667,1.0,1.0,1.0,7,4,3,4,6,4,4,4,4,151,204.0,207.9,1,2024-08-29,211.3802469135803
2605,24,1.333,0.667,3.667,3.0,4.667,4.667,4.667,4.333,5,3,22,15,39,39,39,32,24,151,214.2,218.3,1,2024-08-30,208.46790123456793
2605,25,4.0,4.333,4.333,1.667,3.667,4.667,4.0,3.0,27,32,32,6,22,39,27,15,25,176,231.6,235.9,1,2024-08-31,208.46790123456793
2605,26,3.667,3.333,2.0,2.0,3.333,3.667,3.0,2.333,22,18,7,7,18,22,15,9,15,168,225.5,229.5,1,2024-09-01,208.46790123456793
2605,27,2.0,2.0,1.333,1.333,2.0,2.667,2.333,1.0,7,7,5,5,7,12,9,4,7,182,237.6,241.8,1,2024-09-02,208.46790123456793
2606,1,1.0,1.333,2.0,2.0,1.0,1.333,1.333,1.0,4,5,7,7,4,5,5,4,5,175,242.1,246.3,1,2024-09-03,208.46790123456793
2606,2,0.333,0.333,1.667,4.333,4.333,3.0,1.667,2.0,2,2,6,32,32,15,6,7,13,171,261.8,266.2,1,2024-09-04,208.46790123456793
2606,3,1.333,1.333,0.667,1.0,0.667,0.667,1.0,1.667,5,5,3,4,3,3,4,6,4,171,240.7,244.6,1,2024-09-05,208.46790123456793
2606,4,0.333,0.0,1.0,2.667,3.0,1.0,1.333,2.0,2,0,4,12,15,4,5,7,6,177,248.9,252.8,1,2024-09-06,208.46790123456793
2606,5,2.0,2.0,1.0,1.667,2.333,2.0,2.0,1.0,7,7,4,6,9,7,7,4,6,170,221.7,225.0,1,2024-09-07,208.46790123456793
2606,6,2.0,2.0,1.333,1.333,2.333,2.0,1.667,1.667,7,7,5,5,9,7,6,6,6,157,227.6,231.0,1,2024-09-08,208.46790123456793
2606,7,2.333,1.333,2.333,1.333,1.0,2.667,2.667,2.333,9,5,9,5,4,12,12,9,8,151,214.8,217.8,1,2024-09-09,208.46790123456793
2606,8,2.333,1.333,1.667,1.333,1.333,0.667,2.333,1.333,9,5,6,5,5,3,9,5,6,141,205.2,207.9,1,2024-09-10,208.46790123456793
2606,9,0.667,1.0,0.667,1.333,3.0,3.667,2.0,2.667,3,4,3,5,15,22,7,12,9,147,207.0,209.6,1,2024-09-11,208.46790123456793
2606,10,2.0,3.667,5.667,6.667,6.667,6.0,7.0,4.667,7,22,67,111,111,80,132,39,71,132,201.2,203.7,1,2024-09-12,208.46790123456793
2606,11,5.333,4.333,4.0,3.333,3.333,3.667,4.0,6.0,56,32,27,18,18,22,27,80,35,109,185.8,188.1,1,2024-09-13,208.46790123456793
2606,12,4.0,3.667,2.0,4.0,4.333,1.667,2.667,3.0,27,22,7,27,32,6,12,15,18,107,172.4,174.4,1,2024-09-14,208.46790123456793
2606,13,1.667,4.0,4.0,3.333,3.667,3.667,2.333,2.0,6,27,27,18,22,22,9,7,17,97,172.8,174.6,1,2024-09-15,208.46790123456793
2606,14,3.333,4.0,3.667,3.667,3.667,2.333,1.667,4.0,18,27,22,22,22,9,6,27,19,132,169.2,170.9,1,2024-09-16,208.46790123456793
2606,15,7.333,7.0,5.333,6.333,5.333,4.333,3.333,4.0,154,132,56,94,56,32,18,27,71,133,165.4,167.0,1,2024-09-17,208.46790123456793
2606,16,3.667,2.0,1.0,2.0,2.0,2.667,1.667,3.667,22,7,4,7,7,12,6,22,11,102,163.3,164.8,1,2024-09-18,208.46790123456793
2606,17,4.333,2.667,2.0,3.333,3.667,4.333,3.0,1.0,32,12,7,18,22,32,15,4,18,105,161.2,162.6,1,2024-09-19,208.46790123456793
2606,18,0.333,0.333,0.667,1.0,0.667,0.667,1.333,3.333,2,2,3,4,3,3,5,18,5,115,153.8,155.0,1,2024-09-20,208.46790123456793
2606,19,1.333,2.0,1.667,1.333,1.0,1.0,1.667,1.0,5,7,6,5,4,4,6,4,5,124,158.0,159.2,1,2024-09-21,208.46790123456793
2606,20,1.0,0.333,0.667,1.667,1.667,2.0,1.333,1.0,4,2,3,6,6,7,5,4,5,131,162.8,164.0,1,2024-09-22,208.46790123456793
2606,21,1.333,0.667,1.667,3.0,3.667,4.333,1.667,1.0,5,3,6,15,22,32,6,4,12,122,167.4,168.5,1,2024-09-23,208.46790123456793
2606,22,3.333,2.333,2.333,2.0,2.333,2.667,3.0,4.333,18,9,9,7,9,12,15,32,14,133,172.4,173.4,1,2024-09-24,208.46790123456793
2606,23,4.333,4.667,4.0,3.667,3.667,4.667,4.0,4.0,32,39,27,22,22,39,27,27,29,128,174.2,175.2,1,2024-09-25,208.46790123456793
2606,24,4.0,3.333,1.667,1.667,2.667,1.667,1.667,0.667,27,18,6,6,12,6,6,3,10,136,181.1,182.0,1,2024-09-26,208.46790123456793
2606,25,1.333,2.333,2.0,1.333,2.333,0.667,0.333,0.333,5,9,7,5,9,3,2,2,5,156,186.0,186.7,1,2024-09-27,208.46790123456793
2606,26,0.0,0.0,1.333,1.667,2.0,3.0,1.667,2.0,0,0,5,6,7,15,6,7,6,155,194.5,195.2,1,2024-09-28,208.46790123456793
2606,27,2.667,2.0,3.333,3.333,3.667,2.333,2.667,3.0,12,7,18,18,22,9,12,15,14,149,197.2,197.8,1,2024-09-29,208.46790123456793
2607,1,4.0,2.333,1.333,0.667,1.333,1.667,2.333,2.333,27,9,5,3,5,6,9,9,9,165,214.2,214.7,1,2024-09-30,208.46790123456793
2607,2,1.333,2.0,1.333,0.667,1.0,2.0,1.333,1.0,5,7,5,3,4,7,5,4,5,212,244.6,245.1,1,2024-10-01,208.46790123456793
2607,3,2.0,1.667,1.667,1.333,2.0,0.667,1.333,1.0,7,6,6,5,7,3,5,4,5,210,274.4,274.8,1,2024-10-02,208.46790123456793
2607,4,1.0,1.333,1.667,1.667,3.0,1.333,2.333,2.0,4,5,6,6,15,5,9,7,7,209,311.9,312.1,1,2024-10-03,208.46790123456793
2607,5,1.667,1.667,1.333,1.0,1.667,2.333,2.333,3.0,6,6,5,4,6,9,9,15,8,211,291.0,291.1,1,2024-10-04,208.46790123456793
