bsr,db,kp1,kp2,kp3,kp4,kp5,kp6,kp7,kp8,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap,sn,f10.7obs,f10.7adj,d,epoch,f10.7_81
2588,12,1.0,0.667,0.333,0.667,0.667,0.667,0.667,0.333,4,3,2,3,3,3,3,2,3,110,137.9,141.0,2,2023-05-17,164.57530864197528
2588,13,0.667,0.333,0.333,0.333,0.333,0.0,0.333,0.0,3,2,2,2,2,0,2,0,2,120,150.6,154.1,2,2023-05-18,164.57530864197528
2588,14,0.333,0.333,0.333,0.667,1.0,1.667,3.0,4.0,2,2,2,3,4,6,15,27,8,142,164.6,168.5,2,2023-05-19,164.57530864197528
2588,15,5.667,5.0,4.667,4.667,2.667,3.333,3.0,3.333,67,48,39,39,12,18,15,18,32,144,169.6,173.7,2,2023-05-20,164.57530864197528
2588,16,2.667,2.0,1.333,1.333,3.0,4.0,5.667,5.667,12,7,5,5,15,27,67,67,26,146,163.4,167.3,2,2023-05-21,164.57530864197528
2588,17,4.667,3.333,2.667,2.667,2.333,3.333,4.0,4.0,39,18,12,12,9,18,27,27,20,136,161.5,165.5,2,2023-05-22,164.57530864197528
2588,18,2.667,3.0,2.667,2.0,0.667,1.0,3.333,3.667,12,15,12,7,3,4,18,22,12,127,154.9,158.8,2,2023-05-23,164.57530864197528
2588,19,2.0,2.333,1.333,2.0,2.667,2.333,3.0,2.667,7,9,5,7,12,9,15,12,10,151,164.1,168.2,2,2023-05-24,164.57530864197528
2588,20,3.0,2.667,3.0,2.667,2.0,1.333,3.0,1.667,15,12,15,12,7,5,15,6,11,150,152.1,156.0,2,2023-05-25,164.57530864197528
2588,21,1.667,1.667,1.333,1.0,1.0,1.0,1.333,1.667,6,6,5,4,4,4,5,6,5,145,149.0,152.9,2,2023-05-26,164.57530864197528
2588,22,0.667,1.0,0.667,0.667,0.333,0.333,1.0,2.0,3,4,3,3,2,2,4,7,4,137,156.9,161.1,2,2023-05-27,164.57530864197528
2588,23,2.667,3.0,2.0,2.0,3.0,1.333,1.667,1.667,12,15,7,7,15,5,6,6,9,144,151.3,155.4,2,2023-05-28,164.57530864197528
2588,24,0.667,0.333,0.333,0.667,0.667,1.0,1.0,1.333,3,2,2,3,3,4,4,5,3,158,154.4,158.6,2,2023-05-29,164.57530864197528
2588,25,0.667,0.333,0.667,1.0,0.667,1.0,1.333,2.0,3,2,3,4,3,4,5,7,4,166,162.0,166.5,2,2023-05-30,164.57530864197528
2588,26,2.333,1.333,2.333,1.667,2.333,2.667,2.333,3.0,9,5,9,6,9,12,9,15,9,177,161.4,165.9,2,2023-05-31,164.57530864197528
2588,27,3.667,2.333,3.667,2.0,3.0,2.333,2.333,2.0,22,9,22,7,15,9,9,7,12,153,163.9,168.5,2,2023-06-01,164.57530864197528
2589,1,2.0,1.333,1.333,0.667,0.667,0.667,1.0,1.667,7,5,5,3,3,3,4,6,4,145,162.3,166.9,2,2023-06-02,164.57530864197528
2589,2,1.0,0.667,0.667,0.667,0.333,0.333,0.667,1.667,4,3,3,3,2,2,3,6,3,143,164.6,169.3,2,2023-06-03,164.57530864197528
2589,3,2.0,1.0,2.0,2.333,1.333,1.333,4.0,2.0,7,4,7,9,5,5,27,7,9,144,168.3,173.2,2,2023-06-04,164.57530864197528
2589,4,0.333,0.667,1.0,1.333,0.333,0.667,1.667,1.667,2,3,4,5,2,3,6,6,4,158,169.2,174.1,2,2023-06-05,164.57530864197528
2589,5,2.667,2.0,1.0,1.333,2.0,0.667,0.667,0.333,12,7,4,5,7,3,3,2,5,185,171.8,176.9,2,2023-06-06,164.57530864197528
2589,6,0.333,0.667,0.333,1.0,0.667,0.333,0.667,2.0,2,3,2,4,3,2,3,7,3,198,167.2,172.1,2,2023-06-07,164.57530864197528
2589,7,1.667,1.333,1.0,1.333,1.667,1.0,1.0,0.333,6,5,4,5,6,4,4,2,4,181,168.5,173.6,2,2023-06-08,164.57530864197528
2589,8,1.0,0.667,0.0,0.333,0.0,1.0,1.667,1.0,4,3,0,2,0,4,6,4,3,167,164.3,169.3,2,2023-06-09,164.57530864197528
2589,9,0.667,0.333,0.333,1.333,1.333,1.333,1.333,0.667,3,2,2,5,5,5,5,3,4,148,161.2,166.1,2,2023-06-10,164.57530864197528
2589,10,2.333,3.0,2.333,1.333,2.0,2.667,1.667,1.333,9,15,9,5,7,12,6,5,8,146,153.8,158.6,2,2023-06-11,164.57530864197528
2589,11,1.333,1.0,1.333,1.333,2.333,2.0,1.333,1.333,5,4,5,5,9,7,5,5,6,114,146.1,150.7,2,2023-06-12,164.57530864197528
2589,12,1.0,1.0,1.333,1.333,1.333,2.333,0.667,1.333,4,4,5,5,5,9,3,5,5,93,146.3,150.9,2,2023-06-13,164.57530864197528
2589,13,2.667,0.667,0.333,0.667,0.333,0.667,0.333,0.333,12,3,2,3,2,3,2,2,4,117,143.5,148.0,2,2023-06-14,164.57530864197528
2589,14,1.333,1.333,1.333,2.0,4.333,5.0,5.0,5.333,5,5,5,7,32,48,48,56,26,122,153.1,157.9,2,2023-06-15,164.57530864197528
2589,15,4.667,6.0,4.0,4.667,4.0,3.0,2.667,3.0,39,80,27,39,27,15,12,15,32,131,157.2,162.2,2,2023-06-16,164.57530864197528
2589,16,2.333,2.0,2.0,2.0,1.667,2.333,2.0,1.667,9,7,7,7,6,9,7,6,7,130,158.1,163.2,2,2023-06-17,164.57530864197528
2589,17,2.667,2.333,1.333,1.667,1.667,2.333,3.0,2.0,12,9,5,6,6,9,15,7,9,160,164.1,169.4,2,2023-06-18,164.57530864197528
2589,18,2.333,1.667,1.667,1.333,2.333,3.0,3.333,3.333,9,6,6,5,9,15,18,18,11,182,168.8,174.3,2,2023-06-19,164.57530864197528
2589,19,2.667,2.0,1.0,1.667,2.0,2.333,1.667,2.667,12,7,4,6,7,9,6,12,8,206,180.1,186.0,2,2023-06-20,164.57530864197528
2589,20,2.0,2.0,1.0,1.0,1.0,0.667,1.333,2.667,7,7,4,4,4,3,5,12,6,217,176.4,182.2,2,2023-06-21,164.57530864197528
2589,21,0.667,1.333,2.667,2.667,2.667,2.0,2.333,2.667,3,5,12,12,12,7,9,12,9,240,173.2,178.8,2,2023-06-22,164.57530864197528
2589,22,2.333,2.0,1.333,2.333,2.0,2.667,2.333,2.0,9,7,5,9,7,12,9,7,8,228,169.7,175.2,2,2023-06-23,164.57530864197528
2589,23,1.333,3.0,3.0,2.333,2.667,3.0,3.667,4.333,5,15,15,9,12,15,22,32,16,223,160.8,166.1,2,2023-06-24,164.57530864197528
2589,24,5.0,2.333,1.667,1.0,2.333,3.333,3.333,2.667,48,9,6,4,9,18,18,12,16,204,154.8,159.9,2,2023-06-25,164.57530864197528
2589,25,2.0,2.333,2.333,2.0,2.667,3.0,2.0,3.0,7,9,9,7,12,15,7,15,10,171,157.7,162.9,2,2023-06-26,164.57530864197528
2589,26,2.333,2.0,2.333,1.667,2.0,2.0,1.667,2.0,9,7,9,6,7,7,6,7,7,156,151.2,156.2,2,2023-06-27,164.57530864197528
2589,27,2.0,2.333,1.333,2.333,1.667,1.333,2.0,2.333,7,9,5,9,6,5,7,9,7,136,154.9,160.1,2,2023-06-28,164.57530864197528
2590,1,2.667,3.333,3.0,3.0,1.667,3.667,3.667,3.333,12,18,15,15,6,22,22,18,16,111,162.2,167.6,2,2023-06-29,164.57530864197528
2590,2,2.667,1.333,1.667,1.667,3.0,1.667,0.333,0.0,12,5,6,6,15,6,2,0,6,106,158.6,163.9,2,2023-06-30,164.57530864197528
2590,3,2.0,2.0,0.667,0.667,0.667,0.667,1.0,1.333,7,7,3,3,3,3,4,5,4,136,165.5,171.0,2,2023-07-01,164.57530864197528
2590,4,0.667,1.333,0.667,1.333,1.667,1.0,0.333,1.0,3,5,3,5,6,4,2,4,4,148,170.2,175.9,2,2023-07-02,164.57530864197528
2590,5,1.333,0.667,0.667,1.0,1.0,1.0,0.667,1.333,5,3,3,4,4,4,3,5,4,154,173.2,179.0,2,2023-07-03,164.57530864197528
2590,6,0.667,1.0,0.667,0.667,1.0,1.0,0.667,0.667,3,4,3,3,4,4,3,3,3,140,167.2,172.8,2,2023-07-04,164.57530864197528
2590,7,1.333,0.667,0.333,0.333,1.333,2.667,1.667,2.333,5,3,2,2,5,12,6,9,6,135,154.6,159.8,2,2023-07-05,164.57530864197528
2590,8,2.0,2.0,1.667,3.333,3.0,2.333,1.667,2.667,7,7,6,18,15,9,6,12,10,145,157.6,162.9,2,2023-07-06,164.57530864197528
2590,9,3.0,2.667,3.667,4.0,2.667,2.667,3.667,3.333,15,12,22,27,12,12,22,18,18,159,161.4,166.8,2,2023-07-07,164.57530864197528
2590,10,3.333,1.333,1.333,1.0,0.333,1.0,1.333,0.667,18,5,5,4,2,4,5,3,6,177,160.5,165.9,2,2023-07-08,164.57530864197528
2590,11,0.0,0.333,0.333,1.0,1.0,1.333,0.667,1.0,0,2,2,4,4,5,3,4,3,180,179.2,185.2,2,2023-07-09,164.57530864197528
2590,12,1.0,1.0,0.333,1.0,1.333,1.0,1.333,0.667,4,4,2,4,5,4,5,3,4,191,190.6,196.9,2,2023-07-10,164.57530864197528
2590,13,2.0,0.667,2.667,1.0,2.0,2.0,1.667,1.667,7,3,12,4,7,7,6,6,6,210,213.5,220.6,2,2023-07-11,164.57530864197528
2590,14,2.0,1.333,1.333,1.333,1.333,1.667,2.333,1.0,7,5,5,5,5,6,9,4,6,196,193.3,199.7,2,2023-07-12,164.57530864197528
2590,15,2.0,0.667,1.333,0.667,1.333,3.0,2.333,1.667,7,3,5,3,5,15,9,6,7,152,202.9,209.7,2,2023-07-13,164.57530864197528
2590,16,3.0,3.333,3.333,1.667,2.667,4.333,4.667,3.667,15,18,18,6,12,32,39,22,20,152,180.6,186.6,2,2023-07-14,164.57530864197528
2590,17,2.667,1.667,1.0,2.667,2.333,1.0,0.667,0.667,12,6,4,12,9,4,3,3,7,127,178.5,184.5,2,2023-07-15,164.57530864197528
2590,18,0.667,0.667,0.333,0.333,0.667,0.667,3.333,4.0,3,3,2,2,3,3,18,27,8,166,184.3,190.4,2,2023-07-16,164.57530864197528
2590,19,2.667,1.667,4.0,4.0,3.0,2.0,4.667,4.333,12,6,27,27,15,7,39,32,21,159,180.0,185.9,2,2023-07-17,164.57530864197528
2590,20,4.333,2.667,2.0,1.667,3.333,1.333,3.667,1.667,32,12,7,6,18,5,22,6,14,168,218.5,225.7,2,2023-07-18,164.57530864197528
2590,21,0.667,1.0,1.333,1.0,1.333,1.0,0.667,0.667,3,4,5,4,5,4,3,3,4,165,188.9,195.1,2,2023-07-19,164.57530864197528
2590,22,0.667,1.0,0.667,0.667,1.333,4.333,3.667,2.0,3,4,3,3,5,32,22,7,10,177,184.3,190.3,2,2023-07-20,164.57530864197528
2590,23,2.333,3.333,1.667,1.333,1.0,2.0,2.333,4.333,9,18,6,5,4,7,9,32,11,150,172.8,178.5,2,2023-07-21,164.57530864197528
2590,24,3.0,2.667,2.333,2.0,1.667,0.333,1.0,1.667,15,12,9,7,6,2,4,6,8,140,174.4,180.0,2,2023-07-22,156.67777777777778
2590,25,0.333,0.667,1.333,1.0,1.667,2.333,2.333,2.0,2,3,5,4,6,9,9,7,6,144,172.5,178.0,2,2023-07-23,156.67777777777778
2590,26,2.333,1.333,0.667,1.0,1.667,1.0,1.667,2.333,9,5,3,4,6,4,6,9,6,140,165.1,170.3,2,2023-07-24,156.67777777777778
2590,27,1.0,0.667,1.667,0.667,2.0,1.667,2.333,4.333,4,3,6,3,7,6,9,32,9,138,169.0,174.4,2,2023-07-25,156.67777777777778
2591,1,3.333,4.667,4.0,3.333,3.0,3.0,2.667,2.333,18,39,27,18,15,15,12,9,19,153,167.4,172.6,2,2023-07-26,156.67777777777778
2591,2,2.0,1.667,1.333,2.0,1.0,2.0,1.667,1.0,7,6,5,7,4,7,6,4,6,146,165.3,170.5,2,2023-07-27,156.67777777777778
2591,3,0.333,0.333,0.333,1.0,2.0,1.333,2.333,2.333,2,2,2,4,7,5,9,9,5,165,168.2,173.4,2,2023-07-28,156.67777777777778
2591,4,2.0,2.333,0.333,1.0,3.0,3.0,2.333,1.667,7,9,2,4,15,15,9,6,8,178,178.6,184.1,2,2023-07-29,156.67777777777778
2591,5,0.667,2.667,1.333,2.333,2.667,2.0,2.0,1.667,3,12,5,9,12,7,7,6,8,181,174.4,179.7,2,2023-07-30,156.67777777777778
2591,6,1.0,1.0,1.667,1.333,2.0,2.333,0.667,1.333,4,4,6,5,7,9,3,5,5,187,177.1,182.4,2,2023-07-31,156.67777777777778
2591,7,2.0,1.667,0.667,1.333,3.0,2.667,2.333,2.0,7,6,3,5,15,12,9,7,8,180,174.7,179.9,2,2023-08-01,156.67777777777778
2591,8,1.667,1.333,1.0,3.333,4.0,3.667,2.0,1.667,6,5,4,18,27,22,7,6,12,163,172.9,178.1,2,2023-08-02,156.67777777777778
2591,9,1.333,1.667,1.333,2.0,1.667,1.333,0.333,0.333,5,6,5,7,6,5,2,2,5,145,162.9,167.7,2,2023-08-03,156.67777777777778
2591,10,0.0,0.667,1.333,1.333,2.667,4.0,4.0,4.0,0,3,5,5,12,27,27,27,13,132,170.8,175.8,2,2023-08-04,156.67777777777778
2591,11,5.0,6.333,5.333,4.667,3.333,1.667,0.667,0.667,48,94,56,39,18,6,3,3,33,131,175.8,180.8,2,2023-08-05,156.67777777777778
2591,12,0.0,0.333,0.0,0.0,0.333,0.667,1.0,0.333,0,2,0,0,2,3,4,2,2,122,173.5,178.5,2,2023-08-06,156.67777777777778
2591,13,3.0,2.0,0.333,1.0,2.0,1.333,2.667,4.0,15,7,2,4,7,5,12,27,10,126,169.7,174.5,2,2023-08-07,156.67777777777778
2591,14,4.0,1.333,0.667,1.0,1.0,1.667,1.333,1.0,27,5,3,4,4,6,5,4,7,123,158.9,163.4,2,2023-08-08,156.67777777777778
2591,15,1.667,1.0,1.333,1.0,2.0,1.667,1.667,2.333,6,4,5,4,7,6,6,9,6,102,153.4,157.7,2,2023-08-09,156.67777777777778
2591,16,1.667,2.0,1.0,1.333,1.333,2.667,1.333,1.667,6,7,4,5,5,12,5,6,6,109,155.7,160.0,2,2023-08-10,156.67777777777778
2591,17,1.0,0.667,0.667,0.333,1.0,1.333,0.667,1.0,4,3,3,2,4,5,3,4,4,105,152.8,157.0,2,2023-08-11,156.67777777777778
2591,18,1.667,2.333,2.0,1.0,1.333,1.333,2.0,1.667,6,9,7,4,5,5,7,6,6,80,148.3,152.2,2,2023-08-12,156.67777777777778
2591,19,2.0,1.0,0.667,0.667,1.0,1.0,0.667,1.0,7,4,3,3,4,4,3,4,4,101,150.4,154.4,2,2023-08-13,156.67777777777778
2591,20,1.333,0.667,0.333,0.333,1.333,1.0,1.333,1.333,5,3,2,2,5,4,5,5,4,118,154.0,158.1,2,2023-08-14,156.67777777777778
2591,21,0.333,0.333,0.333,0.667,1.0,0.333,1.0,1.0,2,2,2,3,4,2,4,4,3,122,158.1,162.1,2,2023-08-15,156.67777777777778
2591,22,1.667,1.0,0.333,1.0,2.667,3.0,1.667,1.333,6,4,2,4,12,15,6,5,7,148,160.1,164.2,2,2023-08-16,156.67777777777778
2591,23,2.333,1.667,2.0,0.333,1.667,2.0,1.333,0.667,9,6,7,2,6,7,5,3,6,145,151.9,155.7,2,2023-08-17,156.67777777777778
2591,24,2.0,2.0,3.0,3.0,1.333,2.333,2.333,3.0,7,7,15,15,5,9,9,15,10,124,150.6,154.4,2,2023-08-18,156.67777777777778
2591,25,2.333,1.333,1.0,1.333,1.333,1.333,3.0,2.0,9,5,4,5,5,5,15,7,7,130,150.6,154.3,2,2023-08-19,156.67777777777778
2591,26,3.333,2.667,1.333,2.0,1.0,1.333,2.0,2.0,18,12,5,7,4,5,7,7,8,101,146.3,149.8,2,2023-08-20,156.67777777777778
2591,27,2.0,1.667,2.667,2.333,2.667,1.333,2.0,1.333,7,6,12,9,12,5,7,5,8,110,148.7,152.2,2,2023-08-21,156.67777777777778
2592,1,2.333,3.333,2.0,1.0,1.333,0.667,0.667,1.0,9,18,7,4,5,3,3,4,7,114,150.9,154.4,2,2023-08-22,156.67777777777778
2592,2,1.0,0.667,0.333,0.333,0.333,0.333,0.667,1.667,4,3,2,2,2,2,3,6,3,105,147.0,150.3,2,2023-08-23,156.67777777777778
2592,3,0.0,0.667,0.667,0.667,1.667,3.0,3.0,2.667,0,3,3,3,6,15,15,12,7,92,144.1,147.3,2,2023-08-24,156.67777777777778
2592,4,2.0,0.667,0.333,0.333,1.0,1.333,0.667,0.667,7,3,2,2,4,5,3,3,4,90,138.9,141.9,2,2023-08-25,156.67777777777778
2592,5,1.333,2.0,2.0,1.333,1.667,1.667,1.333,1.667,5,7,7,5,6,6,5,6,6,91,139.3,142.2,2,2023-08-26,156.67777777777778
2592,6,3.333,3.333,2.333,1.0,1.667,2.0,2.333,1.333,18,18,9,4,6,7,9,5,10,84,141.5,144.5,2,2023-08-27,156.67777777777778
2592,7,1.333,2.0,1.667,1.667,1.333,1.667,2.0,0.667,5,7,6,6,5,6,7,3,6,82,141.7,144.5,2,2023-08-28,156.67777777777778
2592,8,0.0,0.0,0.333,1.333,2.0,1.0,1.0,2.0,0,0,2,5,7,4,4,7,4,90,142.2,145.0,2,2023-08-29,156.67777777777778
2592,9,2.0,0.667,1.0,1.333,2.0,1.333,1.333,0.333,7,3,4,5,7,5,5,2,5,104,138.6,141.2,2,2023-08-30,156.67777777777778
2592,10,0.667,1.333,1.667,1.667,1.0,1.333,2.0,1.667,3,5,6,6,4,5,7,6,5,89,139.9,142.5,2,2023-08-31,156.67777777777778
2592,11,2.667,2.667,2.667,3.0,3.333,2.667,2.667,1.333,12,12,12,15,18,12,12,5,12,86,135.8,138.3,2,2023-09-01,156.67777777777778
2592,12,3.333,4.333,4.667,4.667,5.0,4.333,4.333,5.333,18,32,39,39,48,32,32,56,37,82,131.2,133.6,2,2023-09-02,156.67777777777778
2592,13,5.333,3.667,4.333,3.333,3.333,3.0,1.333,3.0,56,22,32,18,18,15,5,15,23,91,130.5,132.8,2,2023-09-03,156.67777777777778
2592,14,2.667,2.333,1.0,1.0,1.333,2.0,2.0,0.0,12,9,4,4,5,7,7,0,6,102,136.0,138.4,2,2023-09-04,156.67777777777778
2592,15,0.667,0.667,0.333,1.0,1.667,4.0,3.667,1.667,3,3,2,4,6,27,22,6,9,115,142.9,145.2,2,2023-09-05,156.67777777777778
2592,16,1.667,0.667,2.0,0.667,3.333,2.333,0.667,0.333,6,3,7,3,18,9,3,2,6,120,147.1,149.4,2,2023-09-06,156.67777777777778
2592,17,2.0,0.667,0.667,1.0,1.667,1.667,1.333,1.667,7,3,3,4,6,6,5,6,5,132,160.8,163.3,2,2023-09-07,156.67777777777778
2592,18,2.667,1.333,0.0,0.667,1.333,2.333,1.333,0.333,12,5,0,3,5,9,5,2,5,117,160.9,163.4,2,2023-09-08,156.67777777777778
2592,19,2.667,1.333,1.333,2.667,2.667,2.333,0.667,0.333,12,5,5,12,12,9,3,2,8,133,161.4,163.7,2,2023-09-09,156.67777777777778
2592,20,1.0,0.0,0.0,0.333,0.0,1.0,0.667,1.333,4,0,0,2,0,4,3,5,2,173,163.9,166.2,2,2023-09-10,156.67777777777778
2592,21,1.0,1.333,0.667,1.667,1.667,1.333,1.333,2.0,4,5,3,6,6,5,5,7,5,190,176.4,178.8,2,2023-09-11,156.67777777777778
2592,22,0.667,0.333,0.667,3.0,5.333,5.333,3.667,4.0,3,2,3,15,56,56,22,27,23,145,153.5,155.5,2,2023-09-12,156.67777777777778
2592,23,4.667,3.667,2.333,2.333,2.667,3.0,1.667,3.0,39,22,9,9,12,15,6,15,16,131,142.6,144.4,2,2023-09-13,156.67777777777778
2592,24,4.333,2.333,3.0,1.333,1.667,2.333,4.0,4.333,32,9,15,5,6,9,27,32,17,134,145.2,146.9,2,2023-09-14,156.67777777777778
2592,25,2.0,2.0,0.667,0.333,1.667,1.667,1.333,3.0,7,7,3,2,6,6,5,15,6,109,139.1,140.6,2,2023-09-15,156.67777777777778
2592,26,1.333,0.333,0.667,0.333,0.333,1.667,3.0,2.667,5,2,3,2,2,6,15,12,6,88,140.4,141.9,2,2023-09-16,156.67777777777778
2592,27,3.333,3.333,2.333,3.0,2.667,2.667,3.333,2.667,18,18,9,15,12,12,18,12,14,89,144.6,146.1,2,2023-09-17,156.67777777777778
2593,1,4.333,4.0,3.0,2.0,4.667,5.0,5.0,4.0,32,27,15,7,39,48,48,27,30,127,154.5,156.0,2,2023-09-18,156.67777777777778
2593,2,5.333,6.333,4.667,3.333,6.0,5.333,3.667,2.667,56,94,39,18,80,56,22,12,47,149,166.1,167.6,2,2023-09-19,156.67777777777778
2593,3,3.667,3.333,3.333,2.667,2.0,2.0,3.0,3.333,22,18,18,12,7,7,15,18,15,170,155.5,156.8,2,2023-09-20,156.67777777777778
2593,4,2.333,2.333,2.0,1.667,2.0,2.667,1.667,2.667,9,9,7,6,7,12,6,12,8,194,168.1,169.4,2,2023-09-21,156.67777777777778
2593,5,1.667,1.0,2.0,2.0,2.0,3.333,1.667,2.667,6,4,7,7,7,18,6,12,8,200,175.7,177.0,2,2023-09-22,156.67777777777778
2593,6,2.667,2.667,1.333,2.333,2.0,1.0,2.0,2.667,12,12,5,9,7,4,7,12,8,196,173.0,174.1,2,2023-09-23,156.67777777777778
2593,7,2.0,1.333,2.0,1.667,1.0,1.0,5.667,5.667,7,5,7,6,4,4,67,67,21,176,173.7,174.8,2,2023-09-24,156.67777777777778
2593,8,5.333,4.667,4.0,3.333,3.333,2.667,2.333,2.0,56,39,27,18,18,12,9,7,23,169,170.2,171.1,2,2023-09-25,156.67777777777778
2593,9,3.0,4.0,4.667,4.667,5.0,3.333,3.333,3.333,15,27,39,39,48,18,18,18,28,140,164.9,165.7,2,2023-09-26,156.67777777777778
2593,10,3.667,3.0,3.333,3.333,2.667,3.0,2.0,0.667,22,15,18,18,12,15,7,3,14,133,156.0,156.7,2,2023-09-27,156.67777777777778
2593,11,1.667,3.0,0.333,0.667,0.667,0.333,0.0,2.0,6,15,2,3,3,2,0,7,5,116,147.8,148.4,2,2023-09-28,156.67777777777778
2593,12,2.0,2.667,3.667,4.0,2.667,1.333,0.667,0.667,7,12,22,27,12,5,3,3,11,103,155.0,155.5,2,2023-09-29,156.67777777777778
2593,13,1.333,2.0,2.333,2.0,2.333,2.333,2.333,2.333,5,7,9,7,9,9,9,9,8,117,159.1,159.5,2,2023-09-30,156.67777777777778
2593,14,3.667,1.667,1.667,1.333,2.0,1.0,1.667,1.667,22,6,6,5,7,4,6,6,8,151,161.1,161.5,2,2023-10-01,156.67777777777778
2593,15,2.667,3.0,1.0,1.333,1.667,1.333,1.333,2.333,12,15,4,5,6,5,5,9,8,168,157.4,157.7,2,2023-10-02,156.67777777777778
2593,16,0.667,2.0,1.333,1.0,2.0,2.333,2.0,2.0,3,7,5,4,7,9,7,7,6,144,153.7,153.8,2,2023-10-03,156.67777777777778
2593,17,2.667,2.333,2.667,2.0,1.667,1.667,2.0,3.333,12,9,12,7,6,6,7,18,10,154,155.0,155.1,2,2023-10-04,156.67777777777778
2593,18,4.0,5.0,2.0,3.0,2.0,0.667,0.667,2.0,27,48,7,15,7,3,3,7,15,159,156.1,156.1,2,2023-10-05,156.67777777777778
2593,19,2.0,2.333,2.0,1.333,1.333,1.333,0.667,3.0,7,9,7,5,5,5,3,15,7,158,155.3,155.3,2,2023-10-06,156.67777777777778
2593,20,1.0,1.333,1.0,0.333,0.333,0.667,1.667,1.333,4,5,4,2,2,3,6,5,4,134,157.2,157.0,2,2023-10-07,156.67777777777778
2593,21,2.333,1.667,2.0,1.333,0.667,1.333,1.333,2.0,9,6,7,5,3,5,5,7,6,144,157.1,156.8,2,2023-10-08,156.67777777777778
2593,22,2.0,1.667,1.333,1.333,2.0,2.333,3.0,1.333,7,6,5,5,7,9,15,5,7,153,165.5,165.2,2,2023-10-09,156.67777777777778
2593,23,0.667,2.0,1.0,1.0,0.333,0.667,0.0,0.0,3,7,4,4,2,3,0,0,3,132,164.4,163.9,2,2023-10-10,156.67777777777778
2593,24,0.0,0.667,0.667,1.0,0.667,0.333,0.333,1.0,0,3,3,4,3,2,2,4,3,145,158.0,157.5,2,2023-10-11,149.05061728395063
2593,25,1.0,0.0,0.333,0.333,0.0,0.667,0.667,0.667,4,0,2,2,0,3,3,3,2,137,157.1,156.4,2,2023-10-12,149.05061728395063
2593,26,0.667,2.667,3.333,2.667,3.0,3.667,2.667,2.0,3,12,18,12,15,22,12,7,13,113,149.0,148.4,2,2023-10-13,149.05061728395063
2593,27,1.333,1.0,1.333,2.0,1.0,0.333,3.0,1.333,5,4,5,7,4,2,15,5,6,111,148.2,147.4,2,2023-10-14,149.05061728395063
2594,1,0.0,0.0,0.333,0.667,0.333,0.667,1.0,1.667,0,0,2,3,2,3,4,6,2,104,144.6,143.8,2,2023-10-15,149.05061728395063
2594,2,2.0,0.0,0.333,0.333,1.333,0.0,0.0,0.0,7,0,2,2,5,0,0,0,2,97,144.0,143.1,2,2023-10-16,149.05061728395063
2594,3,0.0,0.0,0.333,0.333,0.333,0.333,0.0,0.667,0,0,2,2,2,2,0,3,1,74,137.3,136.4,2,2023-10-17,149.05061728395063
2594,4,0.0,2.0,1.333,2.667,2.667,3.0,2.333,2.0,0,7,5,12,12,15,9,7,8,66,135.3,134.3,2,2023-10-18,149.05061728395063
2594,5,2.333,3.333,1.333,2.0,1.667,2.333,2.0,0.667,9,18,5,7,6,9,7,3,8,57,128.7,127.7,2,2023-10-19,149.05061728395063
2594,6,1.0,1.333,1.667,2.0,2.0,1.0,2.0,2.667,4,5,6,7,7,4,7,12,6,67,125.7,124.6,2,2023-10-20,149.05061728395063
2594,7,4.0,4.667,5.0,3.0,2.667,3.333,1.333,0.667,27,39,48,15,12,18,5,3,21,68,122.6,121.4,2,2023-10-21,149.05061728395063
2594,8,1.667,1.333,1.667,2.0,1.333,1.667,3.0,1.667,6,5,6,7,5,6,15,6,7,55,118.8,117.6,2,2023-10-22,149.05061728395063
2594,9,0.333,0.0,0.333,0.0,0.667,0.333,0.333,0.0,2,0,2,0,3,2,2,0,1,34,122.1,120.8,2,2023-10-23,149.05061728395063
2594,10,0.333,0.0,0.667,1.0,0.667,0.667,1.0,0.667,2,0,3,4,3,3,4,3,3,39,121.1,119.8,2,2023-10-24,149.05061728395063
2594,11,0.667,0.0,0.0,0.333,0.667,1.0,1.0,1.667,3,0,0,2,3,4,4,6,3,33,125.8,124.4,2,2023-10-25,149.05061728395063
2594,12,2.333,2.667,2.0,4.0,4.0,3.0,4.333,4.667,9,12,7,27,27,15,32,39,21,54,126.4,124.9,2,2023-10-26,149.05061728395063
2594,13,3.0,4.0,2.667,2.333,1.333,1.667,1.667,1.0,15,27,12,9,5,6,6,4,10,58,127.5,125.9,2,2023-10-27,149.05061728395063
2594,14,0.667,3.0,3.333,3.667,3.667,3.0,2.667,4.0,3,15,18,22,22,15,12,27,17,49,128.0,126.3,2,2023-10-28,149.05061728395063
2594,15,4.667,3.667,4.333,4.0,4.0,4.0,3.333,3.333,39,22,32,27,27,27,18,18,26,58,135.2,133.3,2,2023-10-29,149.05061728395063
2594,16,4.0,2.333,1.0,3.0,3.333,1.333,2.0,2.333,27,9,4,15,18,5,7,9,12,73,139.7,137.7,2,2023-10-30,149.05061728395063
2594,17,2.333,2.0,1.667,2.333,2.667,1.0,1.333,1.667,9,7,6,9,12,4,5,6,7,107,147.3,145.1,2,2023-10-31,149.05061728395063
2594,18,1.667,2.667,1.667,2.667,2.333,2.0,1.333,1.333,6,12,6,12,9,7,5,5,8,115,158.6,156.2,2,2023-11-01,149.05061728395063
